,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker
125,"Claire : Say you’re in a situation; why won’t you think, rather than taking benefits, rather than giving a speech, what I’ll do is I’ll do anything. I’ll take any bits and jobs I’ll do anything because I’m not going to be dependent, either on my parents or on the State; I want to grow up, be independent. I don’t want to be beholden to the State. I don’t want to sit there passively, and I’ll take a low paid, part time job","Owen : for example, you’re in a situation where you’re looking after kids. Out of pride, do you say “Well I’m not going to take benefits and force my children to suffer as a consequence of my own stubbornness.” ","in a situation, rather than taking benefits, rather than giving a speech, what I should do is I’ll do anything. I’ll take any bits and jobs I’ll do anything because I’m not going to be dependent, either on my parents or on the State; I want to grow up, be independent. I don’t want to be beholden to the State. I don’t want to sit there passively, and I’ll take a low paid, part time job","in a situation where you’re looking after kids. Out of pride, you don't say “Well I’m not going to take benefits and force my children to suffer as a consequence of my own stubbornness.” ",Default Conflict,nodeset6255,116299,43008,116311,False,Claire,Owen,Owen
126,Clifford : I was more sympathetic to him,Clifford : because there seemed to me to be a germ of a compassion about what he was saying,Clifford was more sympathetic to James,there seemed to be a germ of a compassion about what James was saying,Default Inference,nodeset6256,43334,43339,116320,False,Clifford,Clifford,Clifford
127,Clifford : there seemed to me to be a germ of a compassion about what he was saying,"Clifford : they’re not just welfare rangers, though they are welfare rangers",there seemed to be a germ of compassion about what Neil was saying,"James and Neil’re not just welfare rangers, though they are welfare rangers",Default Inference,nodeset6256,43345,116322,116324,False,Clifford,Clifford,Clifford
128,Clifford : because there seemed to me to be a germ of a compassion about what he was saying,"Clifford : they’re not just welfare rangers, though they are welfare rangers",there seemed to be a germ of a compassion about what James was saying,"James and Neil’re not just welfare rangers, though they are welfare rangers",Default Inference,nodeset6256,43339,116322,116328,False,Clifford,Clifford,Clifford
129,"Michael : James Bartholomew; pretty clear cut, pretty clear arguments, whether you agreed with them or not",Michael : One of which was that everybody could get out of unemployment if the government didn’t get in the way,"James is pretty clear cut, has pretty clear arguments, whether you agreed with them or not",James : everybody could get out of unemployment if the government didn’t get in the way,Default Inference,nodeset6256,43325,43330,116332,False,Michael,Michael,Michael
130,"Michael : Clifford, you had quite an entertaining discussion with him?","Michael : James Bartholomew; pretty clear cut, pretty clear arguments, whether you agreed with them or not",Clifford had quite an entertaining discussion with James,"James is pretty clear cut, has pretty clear arguments, whether you agreed with them or not",Default Inference,nodeset6256,116334,43325,116339,False,Michael,Michael,Michael
131,"Clifford : they’re not just welfare rangers, though they are welfare rangers","Clifford : They do reocgnise that there are serious issues, serious problems that need to be addressed","James and Neil’re not just welfare rangers, though they are welfare rangers","James and Neil : there are serious issues, serious problems that need to be addressed",Default Inference,nodeset6256,116322,116348,116354,True,Clifford,Clifford,Clifford
132,"Clifford : they’re not just welfare rangers, though they are welfare rangers","Clifford : the way in which people find themselves parked, as it were, not participating in society is a serious moral issues, and can’t be denied","James and Neil’re not just welfare rangers, though they are welfare rangers","James and Neil : the way in which people find themselves parked, as it were, not participating in society is a serious moral issues, and can’t be denied",Default Inference,nodeset6256,116322,116358,116354,True,Clifford,Clifford,Clifford
133,"Claire : I think it’s interesting that Clifford was swayed by our witnesses to discover that they weren’t saying that everyone was feckless, lazy scroungers",Claire : Because actually I think that’s an ‘Aunt Sally’,"Clifford was swayed by James and Neil to discover that James and Neil weren’t saying that everyone was feckless, lazy scroungers",that’s an ‘Aunt Sally’,Default Inference,nodeset6258,116372,43378,116376,False,Claire,Claire,Claire
134,Claire : What I think is important at this point is that there has to be a serious discussion about the impact of welfarism,Claire : Because actually I think that’s an ‘Aunt Sally’,What is important at this point is that there has to be a serious discussion about the impact of welfarism,that’s an ‘Aunt Sally’,Default Inference,nodeset6258,43384,43378,116380,False,Claire,Claire,Claire
135,Claire : What I think is important at this point is that there has to be a serious discussion about the impact of welfarism,"Claire :  If you’re staying on your mates coach and all the rest of it, and you get a job, you want to prove that you’re going to not just kind of go “Oh well, it’s not that much money.” You’ll use it, that’s what you want.",What is important at this point is that there has to be a serious discussion about the impact of welfarism,"If you’re staying on your mates coach and all the rest of it, and you get a job, you want to prove that you’re going to not just kind of go “Oh well, it’s not that much money.” You’ll use it, that’s what you want.",Default Inference,nodeset6258,43384,43390,116384,False,Claire,Claire,Claire
136,"Clifford : But Claire, do you have an answer to his complaint that our market in housing has seriously distorted the housing benefit?",Claire: Yes,Claire has no answer to Neil's complaint that our market in housing has seriously distorted the housing benefit,Claire has an answer to Neil's complaint that the market in housing has seriously distorted the housing benefit,Default Conflict,nodeset6258,43396,43402,116390,False,Clifford,Claire,Claire
137,Claire: Yes,Claire : I’m a campaigner for more housing,Claire has an answer to Neil's complaint that the market in housing has seriously distorted the housing benefit,Claire's a campaigner for more housing,Default Inference,nodeset6258,43402,43407,116394,False,Claire,Claire,Claire
138,"Claire : I’ve argued that we should build over green belt, if you want","Claire :  I want more housing, that’s fine",Claire's argued that we should build over green belt,Claire wants more housing,Default Inference,nodeset6258,43413,43419,116400,True,Claire,Claire,Claire
139,"Claire : I’ve argued that we should build over green belt, if you want",Claire : I’m a campaigner for more housing,Claire's argued that we should build over green belt,Claire's a campaigner for more housing,Default Inference,nodeset6258,43413,43407,116405,False,Claire,Claire,Claire
140,"Claire : I’ve argued that we should build over green belt, if you want",Claire : I’m a campaigner for more housing,Claire's argued that we should build over green belt,Claire's a campaigner for more housing,Default Inference,nodeset6258,43413,43407,116400,True,Claire,Claire,Claire
141,Clifford : And how would that reduce the amount we spend on housing benefit?,"Claire :  What I object to is the lack of recognition that there’s anything sapping away at the moral of young people in particular, who are dependent on the State.",that would not reduce the amount we spend on housing benefit,"there is a lack of recognition that there’s anything sapping away at the moral of young people in particular, who are dependent on the State.",Default Rephrase,nodeset6258,43425,43431,116407,False,Clifford,Claire,Claire
142,"Claire : The problem with compelling people to work, is that it suggests that the problem is that people do not wish to work","Anne : we should not talk about externalities, we should talk about internalities","The problem with compelling people to work, is that it suggests that the problem is that people do not wish to work","we should not talk about externalities, we should talk about internalities",Default Conflict,nodeset6259,43442,43448,116414,False,Claire,Anne,Anne
143,"Anne : we should not talk about externalities, we should talk about internalities","Claire : This is why- the argument that Anne was raising, “Let’s not talk about externalities, let’s talk about internalities” as it were, misses the point","we should not talk about externalities, we should talk about internalities","the argument that Anne was raising “Let’s not talk about externalities, let’s talk about internalities” as it were, misses the point",Default Conflict,nodeset6259,43448,43453,116418,False,Anne,Claire,Claire
144,"Claire : This is why- the argument that Anne was raising, “Let’s not talk about externalities, let’s talk about internalities” as it were, misses the point","Claire : Because it’s a way of transforming the moral issue from a lack of jobs, a lack of a provision, to an internal failure to do that","the argument that Anne was raising “Let’s not talk about externalities, let’s talk about internalities” as it were, misses the point","it’s a way of transforming the moral issue from a lack of jobs, a lack of a provision, to an internal failure to do that",Default Inference,nodeset6259,43453,43462,116422,False,Claire,Claire,Claire
145,Anne : But there is an internal failure in some cases,"Claire : Because it’s a way of transforming the moral issue from a lack of jobs, a lack of a provision, to an internal failure to do that",there is an internal failure in some cases,"it’s a way of transforming the moral issue from a lack of jobs, a lack of a provision, to an internal failure to do that",Default Conflict,nodeset6259,43468,43462,116426,False,Anne,Claire,Anne
146,"Clifford : some people have an innate desire, so called, to work harder than others",Anne : there’s always a problem with any moral argument that says there is an innate desire to do things,"some people have an innate desire, so called, to work harder than others",there’s always a problem with any moral argument that says there is an innate desire to do things,Default Conflict,nodeset6259,43478,43474,116434,False,Clifford,Anne,Clifford
147,"Anne : And one of the jobs that the welfare system is I think quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do",Anne : there’s always a problem with any moral argument that says there is an innate desire to do things,"one of the jobs that the welfare system is quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do",there’s always a problem with any moral argument that says there is an innate desire to do things,Default Inference,nodeset6259,43488,43474,116438,False,Anne,Anne,Anne
148,Anne : But there is an internal failure in some cases,Anne : there’s always a problem with any moral argument that says there is an innate desire to do things,there is an internal failure in some cases,there’s always a problem with any moral argument that says there is an innate desire to do things,Default Inference,nodeset6259,43468,43474,116462,False,Anne,Anne,Anne
149,"Anne : And one of the jobs that the welfare system is I think quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do",Anne : And there are some things that are difficult; the housing market is one of them,"one of the jobs that the welfare system is quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do",there are some things that are difficult; the housing market is one of them,Default Inference,nodeset6259,43488,43494,116464,False,Anne,Anne,Anne
150,"Anne : but you don’t get round everything about what you should about welfare dependency and welfarism by just saying “Well I’m sorry, but I can’t deliver the revolution tomorrow.”","Anne : And one of the jobs that the welfare system is I think quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do","you don’t get round everything about what you should about welfare dependency and welfarism by just saying “Well I’m sorry, but I can’t deliver the revolution tomorrow.”","one of the jobs that the welfare system is quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do",Default Inference,nodeset6259,43500,43488,116467,False,Anne,Anne,Anne
151,Clifford : We can’t start dividing the population between the deserving and the undeserving,Clifford : because there are too many people included in those categories,We can’t start dividing the population between the deserving and the undeserving,there are too many people included in those categories,Default Inference,nodeset6260,43654,43657,116478,False,Clifford,Clifford,Clifford
152,"Michael : even if you incentivise people in those sort of way, the casualty can be the really innocent – the children","Claire : I think it’s an interesting thought experiment to say that the young could survive on their own, because they’ve got the get up and go, and we should let them at it, is worth considering","even if you incentivise people in those sort of way, the casualty can be the really innocent – the children","it’s an interesting thought experiment to say that the young could survive on their own, because they’ve got the get up and go, and we should let the witnesses at it, is worth considering",Default Inference,nodeset6260,43635,43663,116482,False,Michael,Claire,Claire
153,"Anne :  But I think you don’t just start having children, without your other circumstances being taken into account",Anne :  it’s these broader circumstances that we really need to get to the nub of,"you don’t just start having children, without your other circumstances being taken into account",it’s these broader circumstances that we really need to get to the nub of,Default Inference,nodeset6260,43673,43679,116489,False,Anne,Anne,Anne
154,Clifford : And I don’t think they’ve an answer to that,Clifford : it is the knock down argument,witnesses don't have an answer to that,it is the knock down argument,Default Inference,nodeset6260,43644,43648,116493,False,Clifford,Clifford,Clifford
155,Clifford : it is the knock down argument,Clifford : We can’t start dividing the population between the deserving and the undeserving,it is the knock down argument,We can’t start dividing the population between the deserving and the undeserving,Default Inference,nodeset6260,43648,43654,116496,False,Clifford,Clifford,Clifford
156,"Anne : I think it’s a very good point, Clifford’s just put his finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll","Claire : I think it’s an interesting thought experiment to say that the young could survive on their own, because they’ve got the get up and go, and we should let them at it, is worth considering","it’s a very good point, Clifford’s just put Clifford's finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll","it’s an interesting thought experiment to say that the young could survive on their own, because they’ve got the get up and go, and we should let the witnesses at it, is worth considering",Default Inference,nodeset6260,43669,43663,116499,False,Anne,Claire,Anne
157,"Anne : I think it’s a very good point, Clifford’s just put his finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll","Anne :  But I think you don’t just start having children, without your other circumstances being taken into account","it’s a very good point, Clifford’s just put Clifford's finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll","you don’t just start having children, without your other circumstances being taken into account",Default Inference,nodeset6260,43669,43673,116501,False,Anne,Anne,Anne
158,"Mr Cameron : you got a choice of being mollycoddled at home by your mum and dad, or you demand that you’re sustained by the State","CF : Don’t you think that we need to encourage young people to see a third way, an alternative to that?","you got a choice of being mollycoddled at home by your mum and dad, or you demand that you’re sustained by the State","we need to encourage young people to see a third way, an alternative to that",Default Conflict,nodeset6261,116513,35528,116521,False,Mr Cameron,CF,CF
159,RS :  I just don’t think that we have the social circumstances to provide that for our young people.,RS : “Provide that for our young people”,we do not have the social circumstances to provide that for our young people.,“Provide that for our young people”,Default Rephrase,nodeset6261,35537,116523,116531,False,RS,RS,RS
160,CF : you’re kind of treating them as though they’re passive recipients of something,"CF : It’s not beyond the imagination to imagine the young might get up and go and do something about this, other than kind of sit and wait to be handed something.",RS's kind of treating them as though they’re passive recipients of something,"It’s not beyond the imagination to imagine the young might get up and go and do something about this, other than kind of sit and wait to be handed something.",Default Conflict,nodeset6261,116543,35548,116549,False,CF,CF,CF
161,CF :  And I suppose that’s my concern; how do we encourage the young?,RS : Well I think what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work,xxx is how we encourage the young,what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work,Default Rephrase,nodeset6261,116509,116552,116557,False,CF,RS,RS
162,RS : Well I think what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work,"RS : Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.",what we need to look at is we need to look at other ways of incentivising; making work pay. Looking at the barriers that exist for young people to get into work,"Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.",Default Inference,nodeset6261,116552,35568,116560,False,RS,RS,RS
163,"RS : Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.",RS : There’s no free education,"Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.",There’s no free education,Default Inference,nodeset6261,35568,116562,116567,True,RS,RS,RS
164,"RS : Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.",RS : there’s no affordable housing,"Young people nowadays, you know who have just sat their GCSEs or just sat their A Levels, have far fewer opportunities than their parents generations.",there’s no affordable housing,Default Inference,nodeset6261,35568,116569,116567,True,RS,RS,RS
165,MB : Does that majority include you?,"CL : No, it doesn’t",that majority includes / does not include CL,that majority doesn't include CL,CA,nodeset6262,116573,27309,116577,False,MB,CL,CL
166,"CL : No, it doesn’t","CL : I see very great danger here of stirring up resentment towards people who need welfare to keep house and home together,",that majority doesn't include CL,there is very great danger here of stirring up resentment towards people who need welfare to keep house and home together,RA,nodeset6262,27309,27314,116582,True,CL,CL,CL
167,"CL : I see very great danger here of stirring up resentment towards people who need welfare to keep house and home together,","CL : and that’s very dangerous to the solidarity, which civilization requires",there is very great danger here of stirring up resentment towards people who need welfare to keep house and home together,"that’s very dangerous to the solidarity, which civilization requires",RA,nodeset6262,27314,27321,116586,False,CL,CL,CL
168,"CL : No, it doesn’t",CL : And there is what seems to be a fundamental anthropological mistake behind what’s he’s saying,that majority doesn't include CL,there is what seems to be a fundamental anthropological mistake behind what’s he’s saying,RA,nodeset6262,27309,27326,116582,True,CL,CL,CL
169,"CL : Whereas I think people are naturally creative and industrious, and want to work",CL : they’re not naturally lazy,"people are naturally creative and industrious, and want to work",they’re not naturally lazy,RA,nodeset6262,27337,27342,116592,False,CL,CL,CL
170,Polls : Cameron’s concerns resonate with perhaps the majority,CL : That worries me very much,Cameron’s concerns resonate with perhaps the majority,That worries CL very much,Default Conflict,nodeset6262,116594,27306,116604,False,Polls,CL,CL
171,CL : And there is what seems to be a fundamental anthropological mistake behind what’s he’s saying,CL : he assumes that people are incentivised to remain unemployed,there is what seems to be a fundamental anthropological mistake behind what’s he’s saying,Mr Cameron : people are incentivised to remain unemployed,Default Inference,nodeset6262,27326,116608,116614,True,CL,CL,CL
172,CL : And there is what seems to be a fundamental anthropological mistake behind what’s he’s saying,"CL : you have to, as it were, bribe them into work",there is what seems to be a fundamental anthropological mistake behind what’s he’s saying,"Mr Cameron : you have to, as it were, bribe them into work",Default Inference,nodeset6262,27326,116617,116614,True,CL,CL,CL
173,Mr Cameron : people are incentivised to remain unemployed,"CL : Whereas I think people are naturally creative and industrious, and want to work",people are incentivised to remain unemployed,"people are naturally creative and industrious, and want to work",Default Conflict,nodeset6262,116606,27337,116626,True,Mr Cameron,CL,CL
174,Mr Cameron : people are incentivised to remain unemployed,"Mr Cameron : you have to, as it were, bribe them into work",people are incentivised to remain unemployed,"you have to, as it were, bribe them into work",Default Conflict,nodeset6262,116606,27332,116626,True,Mr Cameron,Mr Cameron,Mr Cameron
175,"JB : What is vital, it seems to me, having traveled around the world in research for a new book is that people should be able to be compelled from the earliest possible stage to work","JB :  If they’re going to be of working age, able bodied, and if they’re going to get benefits; they should not be allowed just to sit at home on benefits",What is vital is that people should be able to be compelled from the earliest possible stage to work,"If they’re going to be of working age, able bodied, and if they’re going to get benefits; they should not be allowed just to sit at home on benefits",RA,nodeset6263,28081,28082,116635,False,JB,JB,JB
176,"JB : Well one thing you may not be aware of, because you’re not in this business, is just how much benefits have been cut already by inflation",JB : because you’re not in this business,one thing KM may not be aware of is just how much benefits have been cut already by inflation,KM's not in this business,Default Inference,nodeset6263,116637,116641,116646,False,JB,JB,JB
177,"JB : What is vital, it seems to me, having traveled around the world in research for a new book is that people should be able to be compelled from the earliest possible stage to work","JB :  So, that is not enough",What is vital is that people should be able to be compelled from the earliest possible stage to work, that is not enough,Default Inference,nodeset6263,28081,28080,116650,False,JB,JB,JB
178,"CL : But the urge to get a job, I’m saying, is overwhelming",JB: It’s not overwhelming,the urge to get a job is overwhelming,It’s not overwhelming,CA,nodeset6264,34700,34703,116655,False,CL,JB,JB
179,"CL : But the urge to get a job, I’m saying, is overwhelming",JB : it’s not overwhelming,the urge to get a job is overwhelming,It’s not overwhelming,CA,nodeset6264,34700,34703,116655,False,CL,JB,JB
180,JB: It’s not overwhelming,JB : it’s obvious,It’s not overwhelming,it’s obvious,RA,nodeset6264,34703,34709,116659,True,JB,JB,JB
181,JB : it’s not overwhelming,JB : it’s obvious,It’s not overwhelming,it’s obvious,RA,nodeset6264,34703,34709,116659,True,JB,JB,JB
182,JB: It’s not overwhelming,JB: It’s not overwhelming,It’s not overwhelming,It’s not overwhelming,Default Rephrase,nodeset6264,34703,34703,116663,False,JB,JB,JB
183,JB: It’s not overwhelming,JB : it’s not overwhelming,It’s not overwhelming,It’s not overwhelming,Default Rephrase,nodeset6264,34703,34703,116663,False,JB,JB,JB
184,JB : it’s not overwhelming,JB: It’s not overwhelming,It’s not overwhelming,It’s not overwhelming,Default Rephrase,nodeset6264,34703,34703,116663,False,JB,JB,JB
185,JB : it’s not overwhelming,JB : it’s not overwhelming,It’s not overwhelming,It’s not overwhelming,Default Rephrase,nodeset6264,34703,34703,116663,False,JB,JB,JB
186,JB: It’s not overwhelming,"JB : It may exist, but not overwhelming",It’s not overwhelming,"It may exist, but not overwhelming",RA,nodeset6264,34703,34720,116659,True,JB,JB,JB
187,JB : it’s not overwhelming,"JB : It may exist, but not overwhelming",It’s not overwhelming,"It may exist, but not overwhelming",RA,nodeset6264,34703,34720,116659,True,JB,JB,JB
188,JB: It’s not overwhelming,"CL : Hang on, if there were twice as many jobs available, unemployment would fall drastically, would it not?",It’s not overwhelming,"if there were twice as many jobs available, unemployment would fall drastically",CA,nodeset6264,34703,34723,116668,False,JB,CL,CL
189,JB : it’s not overwhelming,"CL : Hang on, if there were twice as many jobs available, unemployment would fall drastically, would it not?",It’s not overwhelming,"if there were twice as many jobs available, unemployment would fall drastically",CA,nodeset6264,34703,34723,116668,False,JB,CL,CL
190,JB : I think that’s begging a lot of questions,CL : It does happen,that’s begging a lot of questions,It does happen,CA,nodeset6264,34729,34733,116673,False,JB,CL,CL
191,CL : It does happen,"CL : you can see the curves moving together, can’t you?",It does happen,you can see the curves moving together,Example,nodeset6264,34733,34739,116677,False,CL,CL,CL
192,"CL : you can see the curves moving together, can’t you?","CL : They go up, they go down",you can see the curves moving together,"They go up, they go down",Default Inference,nodeset6264,34739,34745,116681,False,CL,CL,CL
193,"CL : Hang on, if there were twice as many jobs available, unemployment would fall drastically, would it not?","CL :  If there were twice as many jobs available than there are now, unemployment would fall drastically","if there were twice as many jobs available, unemployment would fall drastically","If there were twice as many jobs available than there are now, unemployment would fall drastically",Default Rephrase,nodeset6264,34723,116685,116690,False,CL,CL,CL
194,"CL :  If there were twice as many jobs available than there are now, unemployment would fall drastically",JB : I think that’s begging a lot of questions,"If there were twice as many jobs available than there are now, unemployment would fall drastically",that’s begging a lot of questions,Default Conflict,nodeset6264,116685,34729,116693,False,CL,JB,JB
195,"CL : They go up, they go down","JB : there’s a short-term relationship, but no necessarily a long term one","They go up, they go down","there’s a short-term relationship, but no necessarily a long term one",Default Inference,nodeset6264,34745,116695,116700,False,CL,JB,CL
196,"AM : So what sort of conditionality; or what sort of duties would you expect people on benefit to undertake, in return for that support?",RS : I think there’s certainly an argument to look at re-introducing a contributory principle back in to welfare. Something like the French system where if you lose your job you get 70% of your previous wage for a limited period,"xxx is the sort of conditionality; or sort of duties RS would expect people on benefit to undertake, in return for that support",there’s certainly an argument to look at re-introducing a contributory principle back in to welfare. Something like the French system where if you lose your job you get 70% of your previous wage for a limited period,Default Rephrase,nodeset6265,116702,116704,116709,False,AM,RS,RS
197,RS : I think there’s certainly an argument to look at re-introducing a contributory principle back in to welfare. Something like the French system where if you lose your job you get 70% of your previous wage for a limited period,"RS : People move, in a life course, move in and out of work",there’s certainly an argument to look at re-introducing a contributory principle back in to welfare. Something like the French system where if you lose your job you get 70% of your previous wage for a limited period,"People move, in a life course, move in and out of work",Default Inference,nodeset6265,116704,116711,116716,True,RS,RS,RS
198,RS : I think there’s certainly an argument to look at re-introducing a contributory principle back in to welfare. Something like the French system where if you lose your job you get 70% of your previous wage for a limited period,"RS : and that in effect provides an incentive and also makes people feel like they’re getting back what they put in, at 70%",there’s certainly an argument to look at re-introducing a contributory principle back in to welfare. Something like the French system where if you lose your job you get 70% of your previous wage for a limited period,"that in effect provides an incentive and also makes people feel like they’re getting back what they put in, at 70%",Default Inference,nodeset6265,116704,116721,116716,True,RS,RS,RS
199,"AM : and when people try to make a distinction between the deserving and the less deserving claimants, some people then kick up about it",AM : The welfare state that we have at the moment here lacks a sense of ‘just desert’,"when people try to make a distinction between the deserving and the less deserving claimants, some people then kick up about it",The welfare state that we have at the moment here lacks a sense of ‘just desert’,RA,nodeset6266,34822,34819,116725,False,AM,AM,AM
200,"RS : But I don’t think that’s necessarily how the welfare state was ever intended to work, or the way it does work",RS : I think you get certain ‘social goods’ which are greater than that,"that’s not necessarily how the welfare state was ever intended to work, or the way it does work",you get certain ‘social goods’ which are greater than that,RA,nodeset6266,34836,34840,116733,False,RS,RS,RS
201,RS : I think you get certain ‘social goods’ which are greater than that,"RS : I might not take back from the National Health Service or from the welfare state, the things that I put in, the money that I put in through my tax",you get certain ‘social goods’ which are greater than that,"I might not take back from the National Health Service or from the welfare state, the things that I put in, the money that I put in through my tax",RA,nodeset6266,34840,34846,116738,True,RS,RS,RS
202,RS : I think you get certain ‘social goods’ which are greater than that,RS : but I certainly get indirect effects; indirect goods.,you get certain ‘social goods’ which are greater than that,I certainly get indirect effects; indirect goods.,RA,nodeset6266,34840,34852,116738,True,RS,RS,RS
203,RS : but I certainly get indirect effects; indirect goods.,RS : I want to live in a London that doesn’t have high levels of homelessness,I certainly get indirect effects; indirect goods.,I want to live in a London that doesn’t have high levels of homelessness,Example,nodeset6266,34852,34855,116743,False,RS,RS,RS
204,RS : but I certainly get indirect effects; indirect goods.,RS : I want to live in a London that doesn’t have high levels of crime,I certainly get indirect effects; indirect goods.,I want to live in a London that doesn’t have high levels of crime,Example,nodeset6266,34852,34861,116747,False,RS,RS,RS
205,"RS : but I think it takes a very simple view, you know",RS : you put a pound in,it takes a very simple view,you put a pound in,Default Inference,nodeset6266,116750,116754,116759,True,RS,RS,RS
206,"RS : but I think it takes a very simple view, you know",RS : and you take a pound out,it takes a very simple view,you take a pound out,Default Inference,nodeset6266,116750,116761,116759,True,RS,RS,RS
207,RS : So there are other things that the taxpayers get back from the welfare state.,RS : but I certainly get indirect effects; indirect goods.,there are other things that the taxpayers get back from the welfare state.,I certainly get indirect effects; indirect goods.,Default Inference,nodeset6266,34867,34852,116768,False,RS,RS,RS
208,"RS : is a punitive welfare state, is a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is that sufficient to break this apparent perceived cycle?","RS : Because – I mean the first question is, is there a problem?","a punitive welfare state, a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is not sufficient to break this apparent perceived cycle",there is a problem,RA,nodeset6267,34888,34897,116774,False,RS,RS,RS
209,"RS : Because – I mean the first question is, is there a problem?",RS : Does it create these disincentives?,there is a problem,it creates these disincentives,Default Inference,nodeset6267,34897,34903,116779,False,RS,RS,RS
210,AM : and these things are in some sort of a balance,Mr Cameron : we do need to get back to this idea of desert,these things are in some sort of a balance,we do need to get back to this idea of desert,Default Inference,nodeset6267,116801,116786,116806,True,AM,Mr Cameron,AM
211,AM : and these things are in some sort of a balance,"Mr Cameron : some people should think that what they pay in, that you should pay in and take out",these things are in some sort of a balance,you should pay in and take out,Default Inference,nodeset6267,116801,116793,116806,True,AM,Mr Cameron,AM
212,AM : But then I don’t quite understand what your real criticism is of what Mr Cameron was saying,AM : and these things are in some sort of a balance,AM doesn't quite understand what RS's real criticism is of what Mr Cameron was saying,these things are in some sort of a balance,Default Inference,nodeset6267,116782,116801,116809,True,AM,AM,AM
213,AM : But then I don’t quite understand what your real criticism is of what Mr Cameron was saying,AM : But then you were critical about that?,AM doesn't quite understand what RS's real criticism is of what Mr Cameron was saying,RS was critical about that,Default Inference,nodeset6267,116782,116770,116809,True,AM,AM,AM
214,RS : But one of the things that I picked up when I was listening in the green room was about this idea of this demoralisation,,one of the things that RS picked up when he was listening in the green room was about this idea of this demoralisation,someone : demoralisation can happen to people that have sort of been born into a culture of poverty,Default Inference,nodeset6267,116812,116819,116825,True,RS,,
215,RS : But one of the things that I picked up when I was listening in the green room was about this idea of this demoralisation,"RS : is a punitive welfare state, is a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is that sufficient to break this apparent perceived cycle?",one of the things that RS picked up when he was listening in the green room was about this idea of this demoralisation,"a punitive welfare state, a welfare state which attempts to socially engineer, attempts to prod and poke people ‘carrot and stick’ into work, is not sufficient to break this apparent perceived cycle",Default Inference,nodeset6267,116812,34888,116825,True,RS,RS,RS
216,RS : But one of the things that I picked up when I was listening in the green room was about this idea of this demoralisation,RS : Or is there a danger that we’ll actually make things worse,one of the things that RS picked up when he was listening in the green room was about this idea of this demoralisation,there is not a danger that we’ll actually make things worse,Default Inference,nodeset6267,116812,116827,116825,True,RS,RS,RS
217,RS : Or is there a danger that we’ll actually make things worse,RS : and we’ll actually further entrench the type of poverty?,there is not a danger that we’ll actually make things worse,we’ll not further entrench the type of poverty,Default Inference,nodeset6267,116827,116831,116835,False,RS,RS,RS
218,"RS : Because – I mean the first question is, is there a problem?",RS : will a carrot and a stick approach to welfare state actually solve them?,there is a problem,a carrot and a stick approach to welfare state won't actually solve them,Default Inference,nodeset6267,34897,34909,116839,False,RS,RS,RS
219,"Claire : And a lot of young people sort of, had a sense of entitlement, which I don’t think was very healthy","Claire : Before this recession, and forget whether Cameron is motivated by cuts or not, there was an ever increasingly welfare dependency","a lot of young people sort of, had a sense of entitlement, which wasn't very healthy","Before this recession, and forget whether Cameron is motivated by cuts or not, there was an ever increasingly welfare dependency",Default Inference,nodeset6269,42219,42215,116849,False,Claire,Claire,Claire
220,"Claire : why can’t young people go out and get something from the world, contribute something to the world. Instead of saying “Why can’t I get a well paid job? Why can’t I get a house?”?","Claire : That’s not good, is it?","young people should go out and get something from the world, contribute something to the world. Instead of saying “Why can’t I get a well paid job? Why can’t I get a house?”",That’s not good,Default Inference,nodeset6269,116854,42238,116861,False,Claire,Claire,Claire
221,Romin : really I think they shouldn’t be angry with young people who are making use of the welfare state,Romin : they should really be angry with their government for not addressing the underlying social policy issues,they shouldn’t be angry with young people who are making use of the welfare state,they should really be angry with their government for not addressing the underlying social policy issues,Default Inference,nodeset6269,42250,42256,116869,False,Romin,Romin,Romin
