,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker
111,CF : but you could see us kind of veering,CF : I think where we kind of wanted to talk about economic policy we would have agreed on a lot of things,MB could see First witness and CF kind of veering,where First witness and CF kind of wanted to talk about economic policy they would have agreed on a lot of things,RA,nodeset6149,113982,113985,113988,False,CF,CF,CF
112,"First witness : by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps","CF : Well, I think he made a very nuanced case","by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps",First witness made a very nuanced case,Default Rephrase,nodeset6149,113990,113964,113998,False,First witness,CF,First witness
113,"CF : Well, I think he made a very nuanced case",CF : 	“I am not here to demonise debt.”,First witness made a very nuanced case,First witness : “I am not here to demonise debt.”,Default Inference,nodeset6149,113964,114002,114007,False,CF,CF,CF
114,CF : And he therefore made a very practical case about what’s happened if you’ve got savings,First witness : “I am not here to demonise debt.”,First witness made a very practical case about what’s happened if you’ve got savings,First witness's not here to demonize debt,Default Inference,nodeset6149,113966,114000,114010,True,CF,First witness,First witness
115,CF : And he therefore made a very practical case about what’s happened if you’ve got savings,CF : And he didn’t overdo it on making a virtue of savings,First witness made a very practical case about what’s happened if you’ve got savings,First witness didn’t overdo it on making a virtue of savings,Default Inference,nodeset6149,113966,113968,114010,True,CF,CF,CF
116,MP : I think it was something like 16% of sub-prime borrowers didn’t even make a first payment,MP : But some of them had a whale of a time,it was something like 16% of sub-prime borrowers didn’t even make a first payment,some of them had a whale of a time,RA,nodeset6150,32263,32260,114018,True,MP,MP,MP
117,MP : I think it was something like 16% of sub-prime borrowers didn’t even make a first payment,MP : So they had the opportunity of living in a house,it was something like 16% of sub-prime borrowers didn’t even make a first payment,they had the opportunity of living in a house,RA,nodeset6150,32263,32272,114018,True,MP,MP,MP
118,MP : I think it was something like 16% of sub-prime borrowers didn’t even make a first payment,"MP : and then under American legislation you can just throw in the keys, anytime you like, and walk away from the house.",it was something like 16% of sub-prime borrowers didn’t even make a first payment,"under American legislation you can just throw in the keys, anytime you like, and walk away from the house.",RA,nodeset6150,32263,32275,114018,True,MP,MP,MP
119,"MB : when Nick Dearden comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, do the people actually accepting those loans have no personal responsibility of their own in your view?",CL : They do,"when ND comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, the people actually accepting those loans have / have no personal responsibility of their own",They do,Default Rephrase,nodeset6150,114012,114022,114026,True,MB,CL,CL
120,"MB : when Nick Dearden comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, do the people actually accepting those loans have no personal responsibility of their own in your view?",CL : but they are vulnerable,"when ND comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, the people actually accepting those loans have / have no personal responsibility of their own",they are vulnerable,Default Rephrase,nodeset6150,114012,114028,114026,True,MB,CL,CL
121,CL : and they're being misled,CL : but they are vulnerable,they're being misled,they are vulnerable,Default Inference,nodeset6150,114032,114028,114037,False,CL,CL,CL
122,CL : and they're being misled,"CL : they are on the whole, probably not PhDs in economics",they're being misled,"they are on the whole, probably not PhDs in economics",Default Inference,nodeset6150,114032,32254,114040,False,CL,CL,CL
123,CL : and they're being misled,MP : But some of them had a whale of a time,they're being misled,some of them had a whale of a time,Default Conflict,nodeset6150,114032,32260,114043,False,CL,MP,MP
124,"ND : 	I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.",ND : Because many people are unable to make ends meet and are having to take debt out at huge levels of interest.,in the current situation both savers and borrowers are doing extremely badly,many people are unable to make ends meet and are having to take debt out at huge levels of interest.,RA,nodeset6151,114045,32616,114048,True,ND,ND,ND
125,"ND : 	I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.","ND : On the other hand, savers are earning nothing in interest.",in the current situation both savers and borrowers are doing extremely badly,savers are earning nothing in interest.,RA,nodeset6151,114045,32617,114048,True,ND,ND,ND
126,"ND : And what this needs is not simply us putting moral blame on one side or the other, but actually putting moral blame on a set of economic policies and political decisions that have led to credit liberalisation.","ND : 	I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.","what this needs is not simply us putting moral blame on one side or the other, but actually putting moral blame on a set of economic policies and political decisions that have led to credit liberalisation.",in the current situation both savers and borrowers are doing extremely badly,RA,nodeset6151,32618,114045,114051,False,ND,ND,ND
127,"MP : And then again, not many people have been driven out of the houses on which they can’t afford to maintain their payments,",MP : because the banks are so terrified that if they crystallise the debts their balance sheets will be insupportable.,not many people have been driven out of the houses on which they can’t afford to maintain their payments,the banks are so terrified that if they crystallise the debts their balance sheets will be insupportable.,RA,nodeset6151,33051,32651,114062,False,MP,MP,MP
128,MP : why are borrowers doing badly?,"MP : I mean on the one hand interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.",borrowers should not be doing badly,"interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.",Default Inference,nodeset6151,114054,114055,114069,True,MP,MP,MP
129,MP : why are borrowers doing badly?,"MP : And then again, not many people have been driven out of the houses on which they can’t afford to maintain their payments,",borrowers should not be doing badly,not many people have been driven out of the houses on which they can’t afford to maintain their payments,Default Inference,nodeset6151,114054,33051,114069,True,MP,MP,MP
130,"MP :  So, actually, people have run up lots of debt, are paying very low rates of interest, and they’re able to continue to live in houses that they can’t afford to pay for.","MP : I mean on the one hand interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.","people have run up lots of debt, are paying very low rates of interest, and they’re able to continue to live in houses that they can’t afford to pay for.","interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.",Default Inference,nodeset6151,114064,114055,114072,True,MP,MP,MP
131,"MP :  So, actually, people have run up lots of debt, are paying very low rates of interest, and they’re able to continue to live in houses that they can’t afford to pay for.","MP : And then again, not many people have been driven out of the houses on which they can’t afford to maintain their payments,","people have run up lots of debt, are paying very low rates of interest, and they’re able to continue to live in houses that they can’t afford to pay for.",not many people have been driven out of the houses on which they can’t afford to maintain their payments,Default Inference,nodeset6151,114064,33051,114072,True,MP,MP,MP
132,"MP : But if you were a Martian, and you descended and looked at what’s going on at the moment, I would have thought the first thing you would say is that the lenders are being under-rewarded, not that the borrowers are being fleeced.",MP : Have you looked at what interest rates are at in this country and indeed across the Eurozone?,"if you were a Martian, and you descended and looked at what’s going on at the moment, the first thing you would say is that the lenders are being under-rewarded, not that the borrowers are being fleeced.",interest rates are at xxx in this country and indeed across the Eurozone,Default Inference,nodeset6152,114074,114075,114086,False,MP,MP,MP
133,"MP : But if you were a Martian, and you descended and looked at what’s going on at the moment, I would have thought the first thing you would say is that the lenders are being under-rewarded, not that the borrowers are being fleeced.","ND : But how can you say that when the lenders are actually the banks, that are at the pinnacle of our society?","if you were a Martian, and you descended and looked at what’s going on at the moment, the first thing you would say is that the lenders are being under-rewarded, not that the borrowers are being fleeced.","the lenders are actually the banks, that are at the pinnacle of our society",Default Conflict,nodeset6152,114074,32489,114092,False,MP,ND,ND
134,"ND : And indeed the debts that are owed now, by us as a country, even if not individually, are a result of the fact that the banks have got off Scot free","ND : But how can you say that when the lenders are actually the banks, that are at the pinnacle of our society?","the debts that are owed now, by us as a country, even if not individually, are a result of the fact that the banks have got off Scot free","the lenders are actually the banks, that are at the pinnacle of our society",Default Inference,nodeset6152,32500,32489,114095,False,ND,ND,ND
135,"ND : And indeed the debts that are owed now, by us as a country, even if not individually, are a result of the fact that the banks have got off Scot free",ND : There is absolute impunity for lenders at that level,"the debts that are owed now, by us as a country, even if not individually, are a result of the fact that the banks have got off Scot free",There is absolute impunity for lenders at that level,Default Inference,nodeset6152,32500,32949,114097,False,ND,ND,ND
136,"ND : But how can you say that when the lenders are actually the banks, that are at the pinnacle of our society?",ND : the banks are the lenders,"the lenders are actually the banks, that are at the pinnacle of our society",the banks are the lenders,Default Rephrase,nodeset6152,32489,114099,114106,False,ND,ND,ND
137,ND : the banks are the lenders,MP : there are lots of other people who are lenders too,the banks are the lenders,there are lots of other people who are lenders too,Default Conflict,nodeset6152,114099,32957,114109,False,ND,MP,MP
138,MP : there are lots of other people who are lenders too,"MP : I mean everyone who puts money into a bank, or a building society, is putting it there so that the bank can lend it on",there are lots of other people who are lenders too,"everyone who puts money into a bank, or a building society, is putting it there so that the bank can lend it on",Default Inference,nodeset6152,32957,32966,114112,False,MP,MP,MP
139,"MP : So if you're going to raise your banner for anybody who’s doing badly in this situation, I would have thought you might have raised it for savers, in the first instance",Simon :there’s been 100 billion pounds transfer from savers to borrowers,"if ND's going to raise his banner for anybody who’s doing badly in this situation, he should have raised it for savers, in the first instance",there’s been 100 billion pounds transfer from savers to borrowers,Default Inference,nodeset6152,114084,32970,114121,True,MP,Simon,Simon
140,"MP : So if you're going to raise your banner for anybody who’s doing badly in this situation, I would have thought you might have raised it for savers, in the first instance","MP : I mean everyone who puts money into a bank, or a building society, is putting it there so that the bank can lend it on","if ND's going to raise his banner for anybody who’s doing badly in this situation, he should have raised it for savers, in the first instance","everyone who puts money into a bank, or a building society, is putting it there so that the bank can lend it on",Default Inference,nodeset6152,114084,32966,114121,True,MP,MP,MP
141,"ND : But the problem is that’s been the policy for the last three decades, to encourage huge amounts of borrowing to keep the economy going","ND : because the underlying state of our society is highly, highly unequal.","the problem is that’s been the policy for the last three decades, to encourage huge amounts of borrowing to keep the economy going","the underlying state of our society is highly, highly unequal.",Correlation To Cause,nodeset6153,33140,33141,114126,False,ND,ND,ND
142,The government :  that has to be the case,"ND : Because the economy is in such a terrible state that in order to expand the economy, and get us out of this crisis, we have to encourage people to borrow.",that has to be the case,"the economy is in such a terrible state that in order to expand the economy, and get us out of this crisis, we have to encourage people to borrow.",Default Inference,nodeset6153,114131,33139,114139,False,The government,ND,ND
143,"CF : Well, whatever about papering over the cracks of inequality, I mean it certainly was papering over the weakness of the productive economy","Nick : It was a state mechanism to compensate for that, that we have this","whatever about papering over the cracks of inequality, it certainly was papering over the weakness of the productive economy","It was a state mechanism to compensate for that, that we have this",Default Inference,nodeset6154,114146,33172,114159,True,CF,Nick,Nick
144,"CF : Well, whatever about papering over the cracks of inequality, I mean it certainly was papering over the weakness of the productive economy","CF : and I think there is a real problem in terms of the banks feeling that they can give money out and never have to suffer the consequences, if people don’t pay it back","whatever about papering over the cracks of inequality, it certainly was papering over the weakness of the productive economy","there is a real problem in terms of the banks feeling that they can give money out and never have to suffer the consequences, if people don’t pay it back",Default Inference,nodeset6154,114146,33173,114159,True,CF,CF,CF
145,"CF : But from our side, as it were, ordinary people, how do we deal with the fact that so many people now do seem to assume that they can have something for nothing?",Nick : Simply,xxx is how we deal with the fact that so many people now do seem to assume that they can have something for nothing,Simply,Default Rephrase,nodeset6154,114142,114162,114167,False,CF,Nick,Nick
146,Nick : Simply,Nick : we have to change the nature of the financial system and the economy,Simply,we have to change the nature of the financial system and the economy,Default Rephrase,nodeset6154,114162,114169,114174,True,Nick,Nick,Nick
147,Nick : Simply,Nick :  And we have to regulate it,Simply,we have to regulate it,Default Rephrase,nodeset6154,114162,114176,114174,True,Nick,Nick,Nick
148,Nick :  And we have to regulate it,"Nick : Because as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan",we have to regulate it,"as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan",Default Inference,nodeset6154,114176,33226,114184,False,Nick,Nick,Nick
149,"Nick : Because as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan",Nick : I get loans pushed on me all the time,"as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan",I get loans pushed on me all the time,Default Inference,nodeset6154,33226,33227,114190,False,Nick,Nick,Nick
150,"CF :  if you want the moral hazard, instead of kind of just going on about the bankers, is there not a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that?",CF : There’s no discipline there,"if you want the moral hazard, instead of kind of just going on about the bankers, there is a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that",There’s no discipline there,Modus Ponens,nodeset6155,114193,33316,114198,False,CF,CF,CF
151,"CF : And then finally, if I could just ask you, there’s a danger I think when you kind of say, “The poor are the ones who suffer. The rich are the bad guys.”","CF : It is the case that some of the greatest examples of social progress over the years have come from well-off rich people, banks and so on, investing productively","there’s a danger when you kind of say, “The poor are the ones who suffer. The rich are the bad guys.”","It is the case that some of the greatest examples of social progress over the years have come from well-off rich people, banks and so on, investing productively",Example,nodeset6155,33362,33363,114214,False,CF,CF,CF
152,CF : They should actually be taking more risk and giving more money out,CF : Isn’t the problem that the only thing the banks have done is kind of consumer credit?,They should actually be taking more risk and giving more money out,the problem is that the only thing the banks have done is kind of consumer credit,Practical Reasoning,nodeset6155,33366,114207,114219,False,CF,CF,CF
153,"CF :  if you want the moral hazard, instead of kind of just going on about the bankers, is there not a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that?","CF : there is this sort of sense amongst a lot of young people, who just think, “I want that, so I’ll have that now. Thank you.”","if you want the moral hazard, instead of kind of just going on about the bankers, there is a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that","there is this sort of sense amongst a lot of young people, who just think, “I want that, so I’ll have that now. Thank you.”",Default Inference,nodeset6155,114193,114228,114234,False,CF,CF,CF
154,"CF : In some ways you need that discipline, don’t you, to be a saver, to think, “I won’t get into debt”?",CF : There’s no discipline there,"In some ways you need that discipline, to be a saver, to think, “I won’t get into debt”",There’s no discipline there,Default Inference,nodeset6155,114236,33316,114240,False,CF,CF,CF
155,"CF : In some ways you need that discipline, don’t you, to be a saver, to think, “I won’t get into debt”?","ND : If you want the economy to run smoothly, you have to incentivise certain types of behaviour.","In some ways you need that discipline, to be a saver, to think, “I won’t get into debt”","If you want the economy to run smoothly, you have to incentivise certain types of behaviour.",Default Inference,nodeset6155,114236,33318,114246,False,CF,ND,ND
156,"ND : So, for example in South Korea, in terms of how South Korean grew, it did incentivise saving, at certain times, by certain economic policies","ND : If you want the economy to run smoothly, you have to incentivise certain types of behaviour.","in South Korea, in terms of how South Korean grew, it did incentivise saving, at certain times, by certain economic policies","If you want the economy to run smoothly, you have to incentivise certain types of behaviour.",Default Inference,nodeset6155,33341,33318,114248,False,ND,ND,ND
157,"CF : What they should have been doing, what they could be doing, and what they haven’t got the nerve to do, is not loaning enough",CF : Isn’t the problem that the only thing the banks have done is kind of consumer credit?,"What they should have been doing, what they could be doing, and what they haven’t got the nerve to do, is not loaning enough",the problem is that the only thing the banks have done is kind of consumer credit,Default Inference,nodeset6155,33365,114207,114261,False,CF,CF,CF
158,CF : So therefore stop attacking them and actually suggest that we want the rich to do something productive,ND : For productive investments. I agree with you,ND must stop attacking them and actually suggest that we want the rich to do something productive,Banks should give more loans for productive investments,Default Inference,nodeset6156,114273,114268,114277,False,CF,ND,CF
159,CF : So therefore stop attacking them and actually suggest that we want the rich to do something productive,ND : Because I don’t think they’re going to do it on their own,ND must stop attacking them and actually suggest that we want the rich to do something productive,they’re not going to do it on their own,Default Conflict,nodeset6156,114273,114263,114280,False,CF,ND,CF
160,ND : Because I don’t think they’re going to do it on their own,ND : So I think they will only do it if they are regulated,they’re not going to do it on their own,they will only do it if they are regulated,Default Inference,nodeset6156,114263,114282,114287,False,ND,ND,ND
161,ND : So I think they will only do it if they are regulated,ND : and it’s part of an industrial strategy for them to do that,they will only do it if they are regulated,it’s part of an industrial strategy for them to do that,Default Inference,nodeset6156,114282,114289,114294,False,ND,ND,ND
162,"MB : As I understand it, you’ve got a rather nuanced view","MB : you’ve got a rather nuanced view, that both money and debt are essentially morally neutral",JW's got a rather nuanced view,JW : both money and debt are essentially morally neutral,Default Inference,nodeset6157,114307,114313,114319,True,MB,MB,MB
163,"MB : As I understand it, you’ve got a rather nuanced view",MB : The way they're mis-used can have morally damaging consequences,JW's got a rather nuanced view,JW :  but the way they're mis-used can have morally damaging consequences,Default Inference,nodeset6157,114307,114323,114319,True,MB,MB,MB
164,JW : both money and debt are essentially morally neutral,"JW : Well, debt is morally neutral in the sense that it can be good to be in debt",both money and debt are essentially morally neutral,debt is morally neutral in the sense that it can be good to be in debt,Default Inference,nodeset6157,114311,114296,114329,True,JW,JW,JW
165,JW : both money and debt are essentially morally neutral,JW : Sometimes it’s a good idea,both money and debt are essentially morally neutral,Sometimes it’s a good idea,Default Inference,nodeset6157,114311,114331,114329,True,JW,JW,JW
166,JW : both money and debt are essentially morally neutral,JW : and sometimes it’s a bad idea,both money and debt are essentially morally neutral,sometimes it’s a bad idea,Default Inference,nodeset6157,114311,114335,114329,True,JW,JW,JW
167,JW : both money and debt are essentially morally neutral,JW : And so I think there’s been broad agreement about that in the discussion so far,both money and debt are essentially morally neutral,there’s been broad agreement about that in the discussion so far,Default Inference,nodeset6157,114311,33497,114329,True,JW,JW,JW
168,JW : The question is why is there too much debt?,JW :  Why are people taking on too much debt?,there is too much debt because xxx,people are taking on too much debt because xxx,Default Rephrase,nodeset6157,114297,114298,114339,False,JW,JW,JW
169,"JW : Now, a lot of people come up with rather glib moral answers:","JW : Now, a lot of people come up with rather glib moral answers: somehow bankers want them to get into excessive debt",a lot of people come up with rather glib moral answers,a lot of people  : somehow bankers want us to get into excessive debt,Default Inference,nodeset6157,114342,114349,114355,False,JW,JW,JW
170,a lot of people  : somehow bankers want us to get into excessive debt,JW :  So it’s a very odd idea,somehow bankers want people to get into excessive debt,it’s a very odd idea,Default Conflict,nodeset6157,114347,114357,114362,False,a lot of people,JW,JW
171,JW :  Why are people taking on too much debt?,"JW : And the answer is that there’s too much debt for the same reason that there are too many unmarried mothers, and for the same reason that you get an overproduction of sheep",people are taking on too much debt because xxx,"the answer is that there’s too much debt for the same reason that there are too many unmarried mothers, and for the same reason that you get an overproduction of sheep",Default Rephrase,nodeset6157,114298,114367,114369,False,JW,JW,JW
172,JW : debt is morally neutral,"MT : why do you think everyone, from the ancients to kind of most world religions, see thrift and prudence as virtues",debt is morally neutral,"everyone, from the ancients to kind of most world religions, see thrift and prudence as virtues because xxx",General Acceptance Doubt,nodeset6158,33568,114372,114376,False,JW,MT,JW
173,"MT : why do you think everyone, from the ancients to kind of most world religions, see thrift and prudence as virtues","JW : Well, thrift and prudence are virtues","everyone, from the ancients to kind of most world religions, see thrift and prudence as virtues because xxx",thrift and prudence are virtues,Default Rephrase,nodeset6158,114372,114382,114386,False,MT,JW,JW
174,"JW : Well, thrift and prudence are virtues",MT : I don’t think,thrift and prudence are virtues,thrift and prudence are not virtues,Default Conflict,nodeset6158,114382,114388,114393,False,JW,MT,MT
175,"JW : Well, thrift and prudence are virtues",JW : the opposite of them was neutral,thrift and prudence are not virtues,JW : the opposite of them was neutral,Default Inference,nodeset6158,114388,114397,114403,False,JW,JW,JW
176,"MT : So if they're virtues, doesn’t that imply that the opposite of thrift and prudence is immoral?","JW : Well, thrift and prudence are virtues","if they're virtues, that implies that the opposite of thrift and prudence is immoral",thrift and prudence are virtues,Default Inference,nodeset6158,114378,114382,114406,False,MT,JW,JW
177,MT : Therefore isn’t it a reasonable thing for the state to intervene in those cases,MT : Isn’t it simply the case that buying a cup of coffee is something which is substantially less demanding than working up a long-term interest rate?,it is a reasonable thing for the state to intervene in those cases,it is simply the case that buying a cup of coffee is something which is substantially less demanding than working up a long-term interest rate,Practical Reasoning,nodeset6162,114438,114437,114444,False,MT,MT,MT
178,MT : Therefore isn’t it a reasonable thing for the state to intervene in those cases,MT : because the knowledge is bounded?,it is a reasonable thing for the state to intervene in those cases,the knowledge is bounded,Practical Reasoning,nodeset6162,114438,33827,114445,False,MT,MT,MT
179,MT : Therefore isn’t it a reasonable thing for the state to intervene in those cases,JW : It’s only since the state intervened that people have been uninterested in which bank they put their money in,it is a reasonable thing for the state to intervene in those cases,It’s only since the state intervened that people have been uninterested in which bank they put their money in,Default Conflict,nodeset6162,114438,33836,114451,False,MT,JW,JW
180,JW : It’s only since the state intervened that people have been uninterested in which bank they put their money in,"JW :  In the old days of early capitalism, bankers were famously prudent people",It’s only since the state intervened that people have been uninterested in which bank they put their money in,"In the old days of early capitalism, bankers were famously prudent people",Default Inference,nodeset6162,33836,114453,114458,False,JW,JW,JW
181,"JW :  In the old days of early capitalism, bankers were famously prudent people",JW : And they went to great lengths to advertise how prudent they were,"In the old days of early capitalism, bankers were famously prudent people",bankers went to great lengths to advertise how prudent they were,Default Inference,nodeset6162,114453,114463,114465,False,JW,JW,JW
182,"JW :  In the old days of early capitalism, bankers were famously prudent people","JW : This stopped not because of the big bang, which liberalised banking, which is what everybody thinks","In the old days of early capitalism, bankers were famously prudent people","This stopped not because of the big bang, which liberalised banking, which is what everybody thinks",Default Inference,nodeset6162,114453,114470,114472,True,JW,JW,JW
183,"JW :  In the old days of early capitalism, bankers were famously prudent people",JW : It stopped because of government guarantees to depositors.,"In the old days of early capitalism, bankers were famously prudent people",It stopped because of government guarantees to depositors.,Default Inference,nodeset6162,114453,33839,114472,True,JW,JW,JW
184,MT : It didn’t flow into those industrial activities,MT :  because in the developed world that wasn’t making enough money,It didn’t flow into those industrial activities,in the developed world that wasn’t making enough money,Cause To Effect,nodeset6163,33896,33897,114488,False,MT,MT,MT
185,CF : 	It’s not that I want to let people off the hook,"CF : But I have to say that I went to a lot of conferences, with a lot of policy people, who said, “We are living in a new era, the knowledge economy. We don’t have to produce anything anymore. Guess what? I mean, we can...”",It’s not that CF wants to let people off the hook,"CF went to a lot of conferences, with a lot of policy people, who said, “We are living in a new era, the knowledge economy. We don’t have to produce anything anymore. Guess what? I mean, we can...”",Default Inference,nodeset6163,114474,33875,114493,False,CF,CF,CF
186,"CF : And every intellectual, left and right, everybody went along with it",CF : And it was like living on thin air,"every intellectual, left and right, everybody went along with it",it was like living on thin air,Default Inference,nodeset6163,114500,114495,114505,False,CF,CF,CF
187,"CF : And every intellectual, left and right, everybody went along with it","CF : And this was compensation for the fact that actually there was sluggish, slow, productive growth, that was then sold somehow as, “Well yes, but everything’s okay because we’ll fuel a consumer cross talking [0:38:41].”","every intellectual, left and right, everybody went along with it","this was compensation for the fact that actually there was sluggish, slow, productive growth, that was then sold somehow as, “Well yes, but everything’s okay because we’ll fuel a consumer cross talking [0:38:41].”",Default Inference,nodeset6163,114500,114475,114508,False,CF,CF,CF
188,MT : Claire’s absolutely right about that,MT : But then the problem is that that form of capitalism wasn’t generating sufficient surpluses,Claire’s absolutely right about that,that form of capitalism wasn’t generating sufficient surpluses,Default Inference,nodeset6163,33893,33894,114510,False,MT,MT,MT
189,MT : And so therefore where did the money flow,MT : It didn’t flow into those industrial activities,xxx is where the money flowed,It didn’t flow into those industrial activities,Default Rephrase,nodeset6163,114479,33896,114513,False,MT,MT,MT
190,CF : All I'm saying is that I think the people who took the sub-prime mortgages were the beneficiaries – and now the sufferers – of what I was saying is a policy,"CF : Yes, but I'm suggesting that that was a political strategy, a way of covering things up",people who took the sub-prime mortgages were the beneficiaries – and now the sufferers – of a policy,"that was a political strategy, a way of covering things up",Default Inference,nodeset6164,114515,33942,114521,False,CF,CF,CF
191,"CF : When you think about it now, I actually find it frustrating when I'm trying to talk to people about the real state the economy is in",,"When you think about it now, CF finds it frustrating when she's trying to talk to people about the real state the economy is in",people : everything can just carry on,Default Inference,nodeset6164,114516,114526,114532,False,CF,,
192,people : everything can just carry on,"CF : When you think about it now, I actually find it frustrating when I'm trying to talk to people about the real state the economy is in",everything can just carry on,"When you think about it now, CF finds it frustrating when she's trying to talk to people about the real state the economy is in",Default Conflict,nodeset6164,114524,114516,114534,False,people,CF,people
193,people : everything can just carry on,people : and all that you need is a kind of credit based consumer thing,everything can just carry on,all that you need is a kind of credit based consumer thing,Default Inference,nodeset6164,114524,114536,114544,False,people,people,people
194,people : Do we have to have that?,"CF :  And you do actually want to say, “Money doesn’t grow on trees.”",people have / do not have to have that,"you do actually want to say, “Money doesn’t grow on trees.”",Default Rephrase,nodeset6164,114562,114570,114575,True,people,CF,CF
195,people : Do we have to have that?,"people : Well, do we have to have cuts?",people have / do not have to have that,people have / do not have to have cuts,Default Rephrase,nodeset6164,114562,114546,114575,True,people,people,people
196,people : Do we have to have that?,people : Do we have to have this?,people have / do not have to have that,people have / do not have to have this,Default Rephrase,nodeset6164,114562,114554,114575,True,people,people,people
197,MP : They don’t want to stop it,MP : They want voters who feel artificially rich,They don’t want to stop it,They want voters who feel artificially rich,Cause To Effect,nodeset6165,33984,33986,114588,False,MP,MP,MP
198,MP : They want voters who feel artificially rich,MP : because voters who feel artificially rich will probably vote for the incumbent,They want voters who feel artificially rich,voters who feel artificially rich will probably vote for the incumbent,Cause To Effect,nodeset6165,33986,33987,114591,False,MP,MP,MP
199,CF : 	But it’s so insulting,"CF : Because they think that the only way they can win the hearts and minds of the demos [0:40:06], which has not been true economically, is to buy us off with a sub-prime mortgage and a cheap sofa.",it’s so insulting,"they think that the only way they can win the hearts and minds of the demos [0:40:06], which has not been true economically, is to buy us off with a sub-prime mortgage and a cheap sofa.",Evidence To Hypothesis,nodeset6165,34014,34015,114597,True,CF,CF,CF
200,"MP : I mean one of the things that strikes me about this is that when you have incumbent governments, and they see that consumer credit boom mushrooming and mushrooming, what do they do?",MP : They don’t want to stop it,"when you have incumbent governments, and they see that consumer credit boom mushrooming and mushrooming, they do xxx",They don’t want to stop it,Default Rephrase,nodeset6165,114578,33984,114610,False,MP,MP,MP
201,MP : They don’t want to stop it,MP : because they want voters,They don’t want to stop it,they want voters,Default Inference,nodeset6165,33984,114612,114617,False,MP,MP,MP
202,CF : 	But it’s so insulting,CF :  I mean actually what you need to do is to take people seriously.,it’s so insulting,what you need to do is to take people seriously.,Evidence To Hypothesis,nodeset6165,34014,114593,114597,True,CF,CF,CF
203,"MP : All I'm saying is if we’re going to discuss morality, we have to discuss the immorality of political leaders.",CF : 	But it’s so insulting,"if we’re going to discuss morality, we have to discuss the immorality of political leaders.",it’s so insulting,Default Inference,nodeset6165,114600,34014,114622,False,MP,CF,CF
204,"MP : All I'm saying is if we’re going to discuss morality, we have to discuss the immorality of political leaders.",CF : It was their avoidance of being democrats and trying to win us politically,"if we’re going to discuss morality, we have to discuss the immorality of political leaders.",It was their avoidance of being democrats and trying to win us politically,Default Inference,nodeset6165,114600,34034,114624,False,MP,CF,CF
205,MT : And I think that also though goes back to the state of the economy,"MT : Because the fact is, if living standards aren’t going up what you do is you let people borrow money",that also though goes back to the state of the economy,"the fact is, if living standards aren’t going up what you do is you let people borrow money",Cause To Effect,nodeset6166,34071,34072,114633,False,MT,MT,MT
206,"MT : Because the fact is, if living standards aren’t going up what you do is you let people borrow money",MT : because it keeps them happy,"the fact is, if living standards aren’t going up what you do is you let people borrow money",it keeps them happy,Cause To Effect,nodeset6166,34072,34073,114636,False,MT,MT,MT
207,"MT : And I think the dismantling of those social norms, and those laws, have made us vulnerable",MT : Human beings are not very good at the long-term,"the dismantling of those social norms, and those laws, have made us vulnerable",Human beings are not very good at the long-term,Cause To Effect,nodeset6166,34077,34076,114639,False,MT,MT,MT
208,"MT : Because the fact is, if living standards aren’t going up what you do is you let people borrow money",MT : Because the fundamentals of the economy aren’t generating what you want,"the fact is, if living standards aren’t going up what you do is you let people borrow money",the fundamentals of the economy aren’t generating what you want,Default Inference,nodeset6166,34072,114643,114648,False,MT,MT,MT
209,MT : And I think that also though goes back to the state of the economy,"MT : But going back to a personal level, I do believe that as a society we had created a set of social norms and values which protected us from our innate short-termism",that also though goes back to the state of the economy,as a society we had created a set of social norms and values which protected us from our innate short-termism,Default Inference,nodeset6166,34071,34075,114654,False,MT,MT,MT
