,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker,Text,same_speakers,different_speakers,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words
82,82,82,92,do people or nations not have any responsibility for what they borrow?,very often they do have responsibility for what they borrow,people or nations have responsibility for what they borrow,very often they do have responsibility for what they borrow,MA,nodeset6146,113874,31337,113885,False,MB,ND,ND,"very often they do have responsibility for what they borrow,do people or nations not have any responsibility for what they borrow?",False,True,"['very', 'often', 'they', 'do', 'have', 'responsibility', 'for', 'what', 'they', 'borrow', 'do', 'people', 'or', 'nation', 'not', 'have', 'any', 'responsibility', 'for', 'what', 'they', 'borrow']",22,,,,,nation,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,83,83,93,very often they do have responsibility for what they borrow,"that’s within a much wider social context, wherein those individual decisions are mediated",very often they do have responsibility for what they borrow,"that’s within a much wider social context, wherein those individual decisions are mediated",RA,nodeset6146,31337,31330,113887,False,ND,ND,ND,"that’s within a much wider social context, wherein those individual decisions are mediated,very often they do have responsibility for what they borrow",True,False,"['that', '’', 'within', 'a', 'much', 'wide', 'social', 'context', 'wherein', 'those', 'individual', 'decision', 'be', 'mediate', 'very', 'often', 'they', 'do', 'have', 'responsibility', 'for', 'what', 'they', 'borrow']",24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,84,84,94,the reason that so many people have defaulted on their mortgages is a result of tens of thousands of random decisions by individuals,I don’t think it is,the reason that so many people have defaulted on their mortgages is a result of tens of thousands of random decisions by individuals?,the reason that so many people have defaulted on their mortgages is not the result of tens of thousands of random decisions by individuals,CA,nodeset6146,113889,113881,113899,False,MB,ND,MB,"I don’t think it is,the reason that so many people have defaulted on their mortgages is a result of tens of thousands of random decisions by individuals",False,True,"['I', 'do', 'not', 'think', 'it', 'be', 'the', 'reason', 'that', 'so', 'many', 'people', 'have', 'default', 'on', 'their', 'mortgage', 'be', 'a', 'result', 'of', 'ten', 'of', 'thousand', 'of', 'random', 'decision', 'by', 'individual']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,85,85,95,I don’t think it is,"that’s within a much wider social context, wherein those individual decisions are mediated",the reason that so many people have defaulted on their mortgages is not the result of tens of thousands of random decisions by individuals,"that’s within a much wider social context, wherein those individual decisions are mediated",RA,nodeset6146,113881,31330,113902,False,ND,ND,ND,"that’s within a much wider social context, wherein those individual decisions are mediated,I don’t think it is",True,False,"['that', '’', 'within', 'a', 'much', 'wide', 'social', 'context', 'wherein', 'those', 'individual', 'decision', 'be', 'mediate', 'I', 'do', 'not', 'think', 'it', 'be']",20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,86,86,96,I don’t think it is,I think it’s to do with credit liberalisation in the United States.,the reason that so many people have defaulted on their mortgages is not the result of tens of thousands of random decisions by individuals,it’s to do with credit liberalisation in the United States.,RA,nodeset6146,113881,31356,113905,False,ND,ND,ND,"I think it’s to do with credit liberalisation in the United States.,I don’t think it is",True,False,"['I', 'think', 'it', '’', 'to', 'do', 'with', 'credit', 'liberalisation', 'in', 'the', 'united', 'states', 'I', 'do', 'not', 'think', 'it', 'be']",19,,,,,united,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,87,87,97,"And, in turn, the credit liberalisation was fuelled as a specific economic policy to paper over the cracks of inequality, as a result of other economic policies",I think it’s to do with credit liberalisation in the United States.,"And, in turn, the credit liberalisation was fuelled as a specific economic policy to paper over the cracks of inequality, as a result of other economic policies",it’s to do with credit liberalisation in the United States.,RA,nodeset6146,31357,31356,113908,False,ND,ND,ND,"I think it’s to do with credit liberalisation in the United States.,And, in turn, the credit liberalisation was fuelled as a specific economic policy to paper over the cracks of inequality, as a result of other economic policies",True,False,"['I', 'think', 'it', '’', 'to', 'do', 'with', 'credit', 'liberalisation', 'in', 'the', 'united', 'states', 'and', 'in', 'turn', 'the', 'credit', 'liberalisation', 'be', 'fuel', 'as', 'a', 'specific', 'economic', 'policy', 'to', 'paper', 'over', 'the', 'crack', 'of', 'inequality', 'as', 'a', 'result', 'of', 'other', 'economic', 'policy']",40,,,,inequality,united,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,88,88,98,There’s no value for a banker in being prudent anymore,They get nothing out of it,There’s no value for a banker in being prudent anymore,They get nothing out of it,RA,nodeset6147,31665,31668,113913,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"They get nothing out of it,There’s no value for a banker in being prudent anymore",True,False,"['they', 'get', 'nothing', 'out', 'of', 'it', 'there', '’', 'no', 'value', 'for', 'a', 'banker', 'in', 'be', 'prudent', 'anymore']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,89,89,99,There’s no value for a banker in being prudent anymore,"Prudent/imprudent, it makes no difference to people lending their money to banks",There’s no value for a banker in being prudent anymore,"Prudent/imprudent, it makes no difference to people lending their money to banks",RA,nodeset6147,31665,31674,113917,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"Prudent/imprudent, it makes no difference to people lending their money to banks,There’s no value for a banker in being prudent anymore",True,False,"['prudent', 'imprudent', 'it', 'make', 'no', 'difference', 'to', 'people', 'lend', 'their', 'money', 'to', 'bank', 'there', '’', 'no', 'value', 'for', 'a', 'banker', 'in', 'be', 'prudent', 'anymore']",24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,90,90,100,"Prudent/imprudent, it makes no difference to people lending their money to banks",They face the same risk,"Prudent/imprudent, it makes no difference to people lending their money to banks",They face the same risk,RA,nodeset6147,31674,31680,113920,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"They face the same risk,Prudent/imprudent, it makes no difference to people lending their money to banks",True,False,"['they', 'face', 'the', 'same', 'risk', 'prudent', 'imprudent', 'it', 'make', 'no', 'difference', 'to', 'people', 'lend', 'their', 'money', 'to', 'bank']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,91,91,101,They face the same risk,"because their risk is really with the government, and whether the government will intervene",They face the same risk,"their risk is really with the government, and whether the government will intervene",RA,nodeset6147,31680,31686,113924,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"because their risk is really with the government, and whether the government will intervene,They face the same risk",True,False,"['because', 'their', 'risk', 'be', 'really', 'with', 'the', 'government', 'and', 'whether', 'the', 'government', 'will', 'intervene', 'they', 'face', 'the', 'same', 'risk']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,92,92,102,Or should we just assume that people aren’t going to be suckers for such advertising?,It gives a very strong impression that you can borrow with impunity,we should not just assume that people aren’t going to be suckers for such advertising,It gives a very strong impression that you can borrow with impunity,RA,nodeset6147,113933,31692,113937,False,Matthew Taylor,Matthew Taylor,Matthew Taylor,"It gives a very strong impression that you can borrow with impunity,Or should we just assume that people aren’t going to be suckers for such advertising?",True,False,"['it', 'give', 'a', 'very', 'strong', 'impression', 'that', 'you', 'can', 'borrow', 'with', 'impunity', 'or', 'should', 'we', 'just', 'assume', 'that', 'people', 'be', 'not', 'go', 'to', 'be', 'sucker', 'for', 'such', 'advertising']",28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,93,93,103,I'm not sure about the ad.,It may be that it’s a perfectly decent product,JW is not sure about the ad.,It may be that it’s a perfectly decent product,RA,nodeset6148,31707,31710,113941,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"It may be that it’s a perfectly decent product,I'm not sure about the ad.",True,False,"['it', 'may', 'be', 'that', 'it', '’', 'a', 'perfectly', 'decent', 'product', 'I', 'm', 'not', 'sure', 'about', 'the', 'ad']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,94,94,104,"And the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity","But culture follows economics, in my opinion, as a good Marxist","the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity",culture follows economics,RA,nodeset6148,31725,31722,113954,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"But culture follows economics, in my opinion, as a good Marxist,And the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity",True,False,"['but', 'culture', 'follow', 'economic', 'in', 'my', 'opinion', 'as', 'a', 'good', 'marxist', 'and', 'the', 'culture', 'of', 'irresponsibility', 'or', 'recklessness', 'around', 'finance', 'have', 'be', 'create', 'not', 'by', 'people', '’', 's', 'stupidity']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,95,95,105,"And the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity",People are no more stupid now than they were 150 years ago,"the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity",People are no more stupid now than they were 150 years ago,RA,nodeset6148,31725,31728,113957,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"People are no more stupid now than they were 150 years ago,And the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity",True,False,"['people', 'be', 'no', 'more', 'stupid', 'now', 'than', 'they', 'be', 'year', 'ago', 'and', 'the', 'culture', 'of', 'irresponsibility', 'or', 'recklessness', 'around', 'finance', 'have', 'be', 'create', 'not', 'by', 'people', '’', 's', 'stupidity']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,96,96,106,People are no more stupid now than they were 150 years ago,In fact they’re less stupid,People are no more stupid now than they were 150 years ago,they’re less stupid,RA,nodeset6148,31728,31734,113959,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"In fact they’re less stupid,People are no more stupid now than they were 150 years ago",True,False,"['in', 'fact', 'they', '’', 're', 'less', 'stupid', 'people', 'be', 'no', 'more', 'stupid', 'now', 'than', 'they', 'be', 'year', 'ago']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,97,97,107,"And the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity","It’s been created by a sense of impunity, of invulnerability","the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity","It’s been created by a sense of impunity, of invulnerability",RA,nodeset6148,31725,31740,113962,False,Jamie Whyte,Jamie Whyte,Jamie Whyte,"It’s been created by a sense of impunity, of invulnerability,And the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity",True,False,"['it', '’', 's', 'be', 'create', 'by', 'a', 'sense', 'of', 'impunity', 'of', 'invulnerability', 'and', 'the', 'culture', 'of', 'irresponsibility', 'or', 'recklessness', 'around', 'finance', 'have', 'be', 'create', 'not', 'by', 'people', '’', 's', 'stupidity']",30,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,98,98,108,I think this is quite a tricky discussion,"Well, I think he made a very nuanced case",this is quite a tricky discussion,First witness made a very nuanced case,RA,nodeset6149,32052,113964,113972,False,CF,CF,CF,"Well, I think he made a very nuanced case,I think this is quite a tricky discussion",True,False,"['well', 'I', 'think', 'he', 'make', 'a', 'very', 'nuance', 'case', 'I', 'think', 'this', 'be', 'quite', 'a', 'tricky', 'discussion']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,99,99,109,And he didn’t overdo it on making a virtue of savings,"Well, he half did, didn’t he?",First witness didn’t overdo it on making a virtue of savings,he half did,CA,nodeset6149,113968,32058,113976,False,CF,MB,MB,"Well, he half did, didn’t he?,And he didn’t overdo it on making a virtue of savings",False,True,"['well', 'he', 'half', 'do', 'do', 'not', 'he', 'and', 'he', 'do', 'not', 'overdo', 'it', 'on', 'make', 'a', 'virtue', 'of', 'saving']",19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,110,"Well, he half did, didn’t he?",No,he half did,he didn't half did,CA,nodeset6149,32058,32064,113980,False,MB,CF,CF,"No,Well, he half did, didn’t he?",False,True,"['no', 'well', 'he', 'half', 'do', 'do', 'not', 'he']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,101,101,111,but you could see us kind of veering,I think where we kind of wanted to talk about economic policy we would have agreed on a lot of things,MB could see First witness and CF kind of veering,where First witness and CF kind of wanted to talk about economic policy they would have agreed on a lot of things,RA,nodeset6149,113982,113985,113988,False,CF,CF,CF,"I think where we kind of wanted to talk about economic policy we would have agreed on a lot of things,but you could see us kind of veering",True,False,"['I', 'think', 'where', 'we', 'kind', 'of', 'want', 'to', 'talk', 'about', 'economic', 'policy', 'we', 'would', 'have', 'agree', 'on', 'a', 'lot', 'of', 'thing', 'but', 'you', 'could', 'see', 'we', 'kind', 'of', 'veer']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,102,102,112,"by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps","Well, I think he made a very nuanced case","by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps",First witness made a very nuanced case,MA,nodeset6149,113990,113964,113998,False,First witness,CF,First witness,"Well, I think he made a very nuanced case,by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps",False,True,"['well', 'I', 'think', 'he', 'make', 'a', 'very', 'nuance', 'case', 'by', 'artificially', 'suppress', 'the', 'price', 'of', 'money', 'saver', 'be', 'be', 'penalise', 'rather', 'than', 'people', 'who', '’', 've', 'be', 'improvident', 'perhaps']",29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,103,103,113,"Well, I think he made a very nuanced case",“I am not here to demonise debt.”,First witness made a very nuanced case,First witness : “I am not here to demonise debt.”,RA,nodeset6149,113964,114002,114007,False,CF,CF,CF,"“I am not here to demonise debt.”,Well, I think he made a very nuanced case",True,False,"['I', 'be', 'not', 'here', 'to', 'demonise', 'debt', 'well', 'I', 'think', 'he', 'make', 'a', 'very', 'nuance', 'case']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,104,104,114,And he therefore made a very practical case about what’s happened if you’ve got savings,“I am not here to demonise debt.”,First witness made a very practical case about what’s happened if you’ve got savings,First witness's not here to demonize debt,RA,nodeset6149,113966,114000,114010,True,CF,First witness,First witness,"“I am not here to demonise debt.”,And he therefore made a very practical case about what’s happened if you’ve got savings",False,True,"['I', 'be', 'not', 'here', 'to', 'demonise', 'debt', 'and', 'he', 'therefore', 'make', 'a', 'very', 'practical', 'case', 'about', 'what', '’', 's', 'happen', 'if', 'you', '’', 've', 'get', 'saving']",26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,105,105,115,And he therefore made a very practical case about what’s happened if you’ve got savings,And he didn’t overdo it on making a virtue of savings,First witness made a very practical case about what’s happened if you’ve got savings,First witness didn’t overdo it on making a virtue of savings,RA,nodeset6149,113966,113968,114010,True,CF,CF,CF,"And he didn’t overdo it on making a virtue of savings,And he therefore made a very practical case about what’s happened if you’ve got savings",True,False,"['and', 'he', 'do', 'not', 'overdo', 'it', 'on', 'make', 'a', 'virtue', 'of', 'saving', 'and', 'he', 'therefore', 'make', 'a', 'very', 'practical', 'case', 'about', 'what', '’', 's', 'happen', 'if', 'you', '’', 've', 'get', 'saving']",31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,106,106,116,I think it was something like 16% of sub-prime borrowers didn’t even make a first payment,But some of them had a whale of a time,it was something like 16% of sub-prime borrowers didn’t even make a first payment,some of them had a whale of a time,RA,nodeset6150,32263,32260,114018,True,MP,MP,MP,"But some of them had a whale of a time,I think it was something like 16% of sub-prime borrowers didn’t even make a first payment",True,False,"['but', 'some', 'of', 'they', 'have', 'a', 'whale', 'of', 'a', 'time', 'I', 'think', 'it', 'be', 'something', 'like', 'of', 'sub', 'prime', 'borrower', 'do', 'not', 'even', 'make', 'a', 'first', 'payment']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,107,107,117,I think it was something like 16% of sub-prime borrowers didn’t even make a first payment,So they had the opportunity of living in a house,it was something like 16% of sub-prime borrowers didn’t even make a first payment,they had the opportunity of living in a house,RA,nodeset6150,32263,32272,114018,True,MP,MP,MP,"So they had the opportunity of living in a house,I think it was something like 16% of sub-prime borrowers didn’t even make a first payment",True,False,"['so', 'they', 'have', 'the', 'opportunity', 'of', 'live', 'in', 'a', 'house', 'I', 'think', 'it', 'be', 'something', 'like', 'of', 'sub', 'prime', 'borrower', 'do', 'not', 'even', 'make', 'a', 'first', 'payment']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,108,108,118,I think it was something like 16% of sub-prime borrowers didn’t even make a first payment,"and then under American legislation you can just throw in the keys, anytime you like, and walk away from the house.",it was something like 16% of sub-prime borrowers didn’t even make a first payment,"under American legislation you can just throw in the keys, anytime you like, and walk away from the house.",RA,nodeset6150,32263,32275,114018,True,MP,MP,MP,"and then under American legislation you can just throw in the keys, anytime you like, and walk away from the house.,I think it was something like 16% of sub-prime borrowers didn’t even make a first payment",True,False,"['and', 'then', 'under', 'american', 'legislation', 'you', 'can', 'just', 'throw', 'in', 'the', 'key', 'anytime', 'you', 'like', 'and', 'walk', 'away', 'from', 'the', 'house', 'I', 'think', 'it', 'be', 'something', 'like', 'of', 'sub', 'prime', 'borrower', 'do', 'not', 'even', 'make', 'a', 'first', 'payment']",38,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,109,109,119,"when Nick Dearden comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, do the people actually accepting those loans have no personal responsibility of their own in your view?",They do,"when ND comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, the people actually accepting those loans have / have no personal responsibility of their own",They do,MA,nodeset6150,114012,114022,114026,True,MB,CL,CL,"They do,when Nick Dearden comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, do the people actually accepting those loans have no personal responsibility of their own in your view?",False,True,"['they', 'do', 'when', 'nick', 'dearden', 'come', 'up', 'with', 'this', 'line', 'about', 'sub', 'prime', 'debt', 'that', 'this', 'be', 'economic', 'policy', 'to', 'push', 'loan', 'onto', 'people', 'who', 'could', 'not', 'afford', 'they', 'do', 'the', 'people', 'actually', 'accept', 'those', 'loan', 'have', 'no', 'personal', 'responsibility', 'of', 'their', 'own', 'in', 'your', 'view']",46,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,110,110,120,"when Nick Dearden comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, do the people actually accepting those loans have no personal responsibility of their own in your view?",but they are vulnerable,"when ND comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, the people actually accepting those loans have / have no personal responsibility of their own",they are vulnerable,MA,nodeset6150,114012,114028,114026,True,MB,CL,CL,"but they are vulnerable,when Nick Dearden comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, do the people actually accepting those loans have no personal responsibility of their own in your view?",False,True,"['but', 'they', 'be', 'vulnerable', 'when', 'nick', 'dearden', 'come', 'up', 'with', 'this', 'line', 'about', 'sub', 'prime', 'debt', 'that', 'this', 'be', 'economic', 'policy', 'to', 'push', 'loan', 'onto', 'people', 'who', 'could', 'not', 'afford', 'they', 'do', 'the', 'people', 'actually', 'accept', 'those', 'loan', 'have', 'no', 'personal', 'responsibility', 'of', 'their', 'own', 'in', 'your', 'view']",48,vulnerable,vulnerable,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
111,111,111,121,and they're being misled,but they are vulnerable,they're being misled,they are vulnerable,RA,nodeset6150,114032,114028,114037,False,CL,CL,CL,"but they are vulnerable,and they're being misled",True,False,"['but', 'they', 'be', 'vulnerable', 'and', 'they', 're', 'be', 'mislead']",9,vulnerable,vulnerable,,mislead,,,,,,,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
112,112,112,122,and they're being misled,"they are on the whole, probably not PhDs in economics",they're being misled,"they are on the whole, probably not PhDs in economics",RA,nodeset6150,114032,32254,114040,False,CL,CL,CL,"they are on the whole, probably not PhDs in economics,and they're being misled",True,False,"['they', 'be', 'on', 'the', 'whole', 'probably', 'not', 'phds', 'in', 'economic', 'and', 'they', 're', 'be', 'mislead']",15,,,,mislead,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
113,113,113,123,and they're being misled,But some of them had a whale of a time,they're being misled,some of them had a whale of a time,CA,nodeset6150,114032,32260,114043,False,CL,MP,MP,"But some of them had a whale of a time,and they're being misled",False,True,"['but', 'some', 'of', 'they', 'have', 'a', 'whale', 'of', 'a', 'time', 'and', 'they', 're', 'be', 'mislead']",15,,,,mislead,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
114,114,114,124,"I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.",Because many people are unable to make ends meet and are having to take debt out at huge levels of interest.,in the current situation both savers and borrowers are doing extremely badly,many people are unable to make ends meet and are having to take debt out at huge levels of interest.,RA,nodeset6151,114045,32616,114048,True,ND,ND,ND,"Because many people are unable to make ends meet and are having to take debt out at huge levels of interest.,I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.",True,False,"['because', 'many', 'people', 'be', 'unable', 'to', 'make', 'end', 'meet', 'and', 'be', 'have', 'to', 'take', 'debt', 'out', 'at', 'huge', 'level', 'of', 'interest', 'I', 'think', 'in', 'the', 'current', 'situation', 'that', 'both', 'saver', 'and', 'borrower', 'if', 'you', 're', 'talk', 'about', 'individual', 'people', 'be', 'do', 'extremely', 'badly']",43,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,115,115,125,"I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.","On the other hand, savers are earning nothing in interest.",in the current situation both savers and borrowers are doing extremely badly,savers are earning nothing in interest.,RA,nodeset6151,114045,32617,114048,True,ND,ND,ND,"On the other hand, savers are earning nothing in interest.,I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.",True,False,"['on', 'the', 'other', 'hand', 'saver', 'be', 'earn', 'nothing', 'in', 'interest', 'I', 'think', 'in', 'the', 'current', 'situation', 'that', 'both', 'saver', 'and', 'borrower', 'if', 'you', 're', 'talk', 'about', 'individual', 'people', 'be', 'do', 'extremely', 'badly']",32,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,116,116,126,"And what this needs is not simply us putting moral blame on one side or the other, but actually putting moral blame on a set of economic policies and political decisions that have led to credit liberalisation.","I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.","what this needs is not simply us putting moral blame on one side or the other, but actually putting moral blame on a set of economic policies and political decisions that have led to credit liberalisation.",in the current situation both savers and borrowers are doing extremely badly,RA,nodeset6151,32618,114045,114051,False,ND,ND,ND,"I think in the current situation that both savers and borrowers, if you're talking about individual people, are doing extremely badly.,And what this needs is not simply us putting moral blame on one side or the other, but actually putting moral blame on a set of economic policies and political decisions that have led to credit liberalisation.",True,False,"['I', 'think', 'in', 'the', 'current', 'situation', 'that', 'both', 'saver', 'and', 'borrower', 'if', 'you', 're', 'talk', 'about', 'individual', 'people', 'be', 'do', 'extremely', 'badly', 'and', 'what', 'this', 'need', 'be', 'not', 'simply', 'we', 'put', 'moral', 'blame', 'on', 'one', 'side', 'or', 'the', 'other', 'but', 'actually', 'put', 'moral', 'blame', 'on', 'a', 'set', 'of', 'economic', 'policy', 'and', 'political', 'decision', 'that', 'have', 'lead', 'to', 'credit', 'liberalisation']",59,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,117,117,127,"And then again, not many people have been driven out of the houses on which they can’t afford to maintain their payments,",because the banks are so terrified that if they crystallise the debts their balance sheets will be insupportable.,not many people have been driven out of the houses on which they can’t afford to maintain their payments,the banks are so terrified that if they crystallise the debts their balance sheets will be insupportable.,RA,nodeset6151,33051,32651,114062,False,MP,MP,MP,"because the banks are so terrified that if they crystallise the debts their balance sheets will be insupportable.,And then again, not many people have been driven out of the houses on which they can’t afford to maintain their payments,",True,False,"['because', 'the', 'bank', 'be', 'so', 'terrified', 'that', 'if', 'they', 'crystallise', 'the', 'debt', 'their', 'balance', 'sheet', 'will', 'be', 'insupportable', 'and', 'then', 'again', 'not', 'many', 'people', 'have', 'be', 'drive', 'out', 'of', 'the', 'house', 'on', 'which', 'they', 'can', 'not', 'afford', 'to', 'maintain', 'their', 'payment']",41,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,118,118,128,why are borrowers doing badly?,"I mean on the one hand interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.",borrowers should not be doing badly,"interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.",RA,nodeset6151,114054,114055,114069,True,MP,MP,MP,"I mean on the one hand interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.,why are borrowers doing badly?",True,False,"['I', 'mean', 'on', 'the', 'one', 'hand', 'interest', 'rate', 'be', 'be', 'keep', 'really', 'low', 'in', 'order', 'that', 'borrower', 'will', 'not', 'bear', 'the', 'consequence', 'of', 'their', 'foolish', 'borrowing', 'why', 'be', 'borrower', 'do', 'badly']",31,,,,,,,order,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,119,119,129,why are borrowers doing badly?,"And then again, not many people have been driven out of the houses on which they can’t afford to maintain their payments,",borrowers should not be doing badly,not many people have been driven out of the houses on which they can’t afford to maintain their payments,RA,nodeset6151,114054,33051,114069,True,MP,MP,MP,"And then again, not many people have been driven out of the houses on which they can’t afford to maintain their payments,,why are borrowers doing badly?",True,False,"['and', 'then', 'again', 'not', 'many', 'people', 'have', 'be', 'drive', 'out', 'of', 'the', 'house', 'on', 'which', 'they', 'can', 'not', 'afford', 'to', 'maintain', 'their', 'payment', 'why', 'be', 'borrower', 'do', 'badly']",28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
